SQ_CANDIDATO;SG_UF;estrato_final;cluster_final_codigo;perfil_patrimonial_final
190001605569;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001605572;RJ;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
190001605573;RJ;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
190001605574;RJ;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
190001605575;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001605576;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001605577;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001605578;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
190001605580;RJ;Alto patrimônio;alto_k9_c7;Alto patrimônio - imobiliário societário
190001605581;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001605582;RJ;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
190001605587;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
190001605588;RJ;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
190001605590;RJ;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
190001605591;RJ;Ultra-alto patrimônio;ultra_k7_c0;Ultra alto patrimônio - imobiliário financeiro com rural agropecuário
190001605592;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001605593;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001605594;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001605595;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001605596;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001605597;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001605598;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001605601;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001605602;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001605604;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
190001605605;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001605606;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001605607;RJ;Ultra-alto patrimônio;ultra_k7_c0;Ultra alto patrimônio - imobiliário financeiro com rural agropecuário
190001605608;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001605610;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001605611;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001605614;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001605616;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001606316;RJ;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
190001606317;RJ;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
190001606319;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001606321;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001606323;RJ;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
190001606325;RJ;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
190001606326;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001606331;RJ;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
190001606332;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001606336;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001606337;RJ;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
190001606341;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001606342;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001606344;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001606346;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001606350;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001606353;RJ;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
190001606354;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001606355;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001606356;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001606359;RJ;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
190001606360;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001606363;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001606364;RJ;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
190001606365;RJ;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
190001606367;RJ;Alto patrimônio;alto_k9_c4;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais concentrado
190001606368;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001606372;RJ;Ultra-alto patrimônio;ultra_k7_c0;Ultra alto patrimônio - imobiliário financeiro com rural agropecuário
190001606376;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001606377;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001606379;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
190001606381;RJ;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
190001606383;RJ;Alto patrimônio;alto_k9_c7;Alto patrimônio - imobiliário societário
190001606447;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001606450;RJ;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
190001606451;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001606452;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001606453;RJ;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
190001606454;RJ;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
190001606458;RJ;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
190001606460;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
190001606461;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001606465;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001606468;RJ;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
190001606470;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001606471;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001606472;RJ;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
190001606474;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001606475;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
190001606477;RJ;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
190001606479;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001606482;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001606483;RJ;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
190001606484;RJ;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
190001606485;RJ;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
190001606486;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001606490;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001606491;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001606535;RJ;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
190001606536;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001606538;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001606539;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001606541;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001606549;RJ;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
190001606550;RJ;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
190001606551;RJ;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
190001606556;RJ;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
190001606560;RJ;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
190001606567;RJ;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
190001606568;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001606569;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001606570;RJ;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
190001606571;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001606574;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001606579;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001609389;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001609390;RJ;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
190001609504;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001609506;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001609514;RJ;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
190001609516;RJ;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
190001609517;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001609518;RJ;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
190001609519;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001609520;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001609523;RJ;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
190001609524;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001609525;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001609526;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001609527;RJ;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
190001609528;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001609530;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001609531;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001609532;RJ;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
190001609533;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001609534;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001609535;RJ;Alto patrimônio;alto_k9_c4;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais concentrado
190001609536;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001609538;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001609540;RJ;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
190001609541;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001609542;RJ;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
190001609543;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001609544;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001609545;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001609546;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001609547;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001609548;RJ;Ultra-alto patrimônio;ultra_k7_c3;Ultra alto patrimônio - créditos direitos misto
190001609549;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001609550;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001609551;RJ;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
190001609552;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001609553;RJ;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
190001609555;RJ;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
190001609557;RJ;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
190001609558;RJ;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
190001609559;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001609560;RJ;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
